borrow_id,book_id,user_id,borrow_date,status,borrow_type
EX3-0066,8,13,2026-09-19 15:43:00,Đang mượn,Mượn về nhà
EX3-0067,23,22,2026-09-27 15:11:00,Đã trả,Mượn về nhà
EX3-0068,9,5,2026-09-12 10:40:00,Đã trả,Mượn về nhà
EX3-0069,7,23,2026-09-09 17:55:00,Đã trả,Mượn về nhà
EX3-0070,24,22,2026-09-02 11:00:00,Đang mượn,Mượn về nhà
EX3-0071,7,10,2026-09-22 08:55:00,Đang mượn,Mượn về nhà
EX3-0072,3,22,2026-09-04 14:06:00,Đã trả,Mượn về nhà
EX3-0073,38,16,2026-09-15 15:30:00,Đã trả,Mượn về nhà
EX3-0074,15,15,2026-09-06 16:28:00,Đã trả,Mượn về nhà
EX3-0075,19,6,2026-09-28 11:36:00,Đang mượn,Mượn về nhà
EX3-0076,9,16,2026-09-06 09:29:00,Đã trả,Mượn về nhà
EX3-0077,4,15,2026-09-26 17:31:00,Đã trả,Mượn về nhà
EX3-0078,8,8,2026-09-10 10:53:00,Đã trả,Mượn về nhà
EX3-0079,25,23,2026-09-05 13:52:00,Đã trả,Mượn về nhà
EX3-0080,42,6,2026-09-13 17:08:00,Đang mượn,Mượn về nhà
EX3-0081,6,13,2026-09-07 17:28:00,Đã trả,Mượn về nhà
EX3-0082,9,6,2026-09-12 10:22:00,Đang mượn,Mượn về nhà
EX3-0083,41,13,2026-09-02 15:41:00,Đang mượn,Mượn về nhà
EX3-0084,2,12,2026-09-07 13:05:00,Đang mượn,Mượn về nhà
EX3-0085,49,20,2026-09-24 17:08:00,Đang mượn,Mượn về nhà
EX3-0086,41,13,2026-09-26 14:13:00,Đã trả,Mượn về nhà
EX3-0087,2,8,2026-09-22 15:58:00,Đang mượn,Mượn về nhà
EX3-0088,7,5,2026-09-20 09:37:00,Đã trả,Mượn về nhà
EX3-0089,4,8,2026-09-28 10:03:00,Đang mượn,Mượn về nhà
EX3-0090,42,1,2026-09-19 11:48:00,Đã trả,Mượn về nhà
EX3-0091,27,24,2026-09-23 11:42:00,Đã trả,Mượn về nhà
EX3-0092,41,19,2026-09-17 15:10:00,Đang mượn,Mượn về nhà
EX3-0093,38,10,2026-09-14 11:00:00,Đang mượn,Mượn về nhà
EX3-0094,2,12,2026-09-25 08:42:00,Đang mượn,Mượn về nhà
EX3-0095,19,16,2026-09-25 10:25:00,Đã trả,Mượn về nhà
EX3-0096,2,24,2026-09-13 16:30:00,Đã trả,Mượn về nhà
EX3-0097,8,12,2026-09-09 17:45:00,Đã trả,Mượn về nhà
EX3-0098,10,12,2026-09-27 17:44:00,Đã trả,Mượn về nhà
EX3-0099,12,14,2026-09-07 17:31:00,Đã trả,Mượn về nhà
EX3-0100,28,10,2026-09-03 08:49:00,Đang mượn,Mượn về nhà
EX3-0101,26,23,2026-09-13 16:44:00,Đang mượn,Mượn về nhà
EX3-0102,10,17,2026-09-12 11:41:00,Đã trả,Mượn về nhà
EX3-0103,6,25,2026-09-21 14:51:00,Đang mượn,Mượn về nhà
EX3-0104,6,19,2026-09-28 12:40:00,Đã trả,Mượn về nhà
EX3-0105,6,4,2026-09-06 15:52:00,Đang mượn,Mượn về nhà
EX3-0106,21,14,2026-09-04 17:27:00,Đã trả,Mượn về nhà
EX3-0107,3,16,2026-09-20 17:32:00,Đang mượn,Mượn về nhà
EX3-0108,4,18,2026-09-17 17:05:00,Đang mượn,Mượn về nhà
EX3-0109,21,7,2026-09-17 08:42:00,Đã trả,Mượn về nhà
EX3-0110,18,5,2026-09-24 17:50:00,Đang mượn,Mượn về nhà
EX3-0111,40,18,2026-09-14 10:51:00,Đang mượn,Mượn về nhà
EX3-0112,42,23,2026-09-03 15:10:00,Đã trả,Mượn về nhà
EX3-0113,6,7,2026-09-21 15:11:00,Đang mượn,Mượn về nhà
EX3-0114,37,24,2026-09-14 11:33:00,Đã trả,Mượn về nhà
EX3-0115,1,18,2026-09-09 13:29:00,Đang mượn,Mượn về nhà
EX3-0116,10,22,2026-09-21 09:05:00,Đang mượn,Mượn về nhà
EX3-0117,22,1,2026-09-05 10:46:00,Đang mượn,Mượn về nhà
EX3-0118,4,16,2026-09-06 17:40:00,Đã trả,Mượn về nhà
EX3-0119,42,17,2026-09-20 15:21:00,Đã trả,Mượn về nhà
EX3-0120,10,6,2026-09-16 10:25:00,Đã trả,Mượn về nhà
EX3-0121,43,16,2026-09-27 08:47:00,Đã trả,Mượn về nhà
EX3-0122,9,16,2026-09-19 10:58:00,Đang mượn,Mượn về nhà
EX3-0123,9,2,2026-09-23 15:11:00,Đang mượn,Mượn về nhà
EX3-0124,2,19,2026-09-09 10:51:00,Đã trả,Mượn về nhà
EX3-0125,14,19,2026-09-02 10:05:00,Đã trả,Mượn về nhà
EX3-0126,3,13,2026-09-15 12:55:00,Đã trả,Mượn về nhà
EX3-0127,45,20,2026-09-02 10:50:00,Đang mượn,Mượn về nhà
EX3-0128,8,10,2026-09-28 13:07:00,Đã trả,Mượn về nhà
EX3-0129,40,16,2026-09-24 12:57:00,Đang mượn,Mượn về nhà
EX3-0130,34,13,2026-09-26 08:51:00,Đã trả,Mượn về nhà
EX3-0131,30,11,2026-09-16 16:24:00,Đang mượn,Mượn về nhà
EX3-0132,37,22,2026-09-16 09:10:00,Đang mượn,Mượn về nhà
EX3-0133,5,17,2026-09-25 08:56:00,Đang mượn,Mượn về nhà
EX3-0134,8,15,2026-09-15 14:37:00,Đã trả,Mượn về nhà
EX3-0135,50,23,2026-09-06 08:45:00,Đã trả,Mượn về nhà
EX3-0136,1,9,2026-09-04 12:02:00,Đang mượn,Mượn về nhà
EX3-0137,50,7,2026-09-17 16:54:00,Đang mượn,Mượn về nhà
EX3-0138,8,2,2026-09-20 09:23:00,Đang mượn,Mượn về nhà
EX3-0139,27,14,2026-09-22 14:42:00,Đã trả,Mượn về nhà
EX3-0140,7,5,2026-09-03 09:24:00,Đang mượn,Mượn về nhà
EX3-0141,10,25,2026-09-19 12:45:00,Đang mượn,Mượn về nhà
EX3-0142,20,25,2026-09-20 12:46:00,Đã trả,Mượn về nhà
EX3-0143,12,18,2026-09-16 15:42:00,Đã trả,Mượn về nhà
EX3-0144,25,2,2026-09-15 15:44:00,Đã trả,Mượn về nhà
EX3-0145,10,12,2026-09-24 10:55:00,Đang mượn,Mượn về nhà
EX3-0146,19,23,2026-09-22 14:06:00,Đang mượn,Mượn về nhà
EX3-0147,32,13,2026-09-20 16:25:00,Đang mượn,Mượn về nhà
EX3-0148,7,21,2026-09-09 16:17:00,Đang mượn,Mượn về nhà
EX3-0149,7,8,2026-09-25 15:41:00,Đã trả,Mượn về nhà
EX3-0150,10,12,2026-09-10 13:43:00,Đang mượn,Mượn về nhà
EX3-0151,25,11,2026-09-25 12:01:00,Đã trả,Mượn về nhà
EX3-0152,19,22,2026-09-18 11:31:00,Đã trả,Mượn về nhà
EX3-0153,10,8,2026-09-12 10:44:00,Đang mượn,Mượn về nhà
EX3-0154,6,21,2026-09-13 12:43:00,Đã trả,Mượn về nhà
EX3-0155,37,3,2026-09-13 14:18:00,Đang mượn,Mượn về nhà
EX3-0156,5,13,2026-09-08 10:52:00,Đang mượn,Mượn về nhà
EX3-0157,8,13,2026-09-28 17:06:00,Đang mượn,Mượn về nhà
EX3-0158,8,22,2026-09-27 16:08:00,Đang mượn,Mượn về nhà
EX3-0159,43,14,2026-09-19 13:26:00,Đã trả,Mượn về nhà
EX3-0160,44,14,2026-09-08 11:35:00,Đang mượn,Mượn về nhà
EX3-0161,6,9,2026-09-14 12:40:00,Đang mượn,Mượn về nhà
EX3-0162,5,14,2026-09-27 15:43:00,Đang mượn,Mượn về nhà
EX3-0163,9,9,2026-09-03 11:03:00,Đang mượn,Mượn về nhà
EX3-0164,6,5,2026-09-28 15:20:00,Đang mượn,Mượn về nhà
EX3-0165,1,18,2026-09-24 15:21:00,Đang mượn,Mượn về nhà
EX3-0166,10,6,2026-09-11 14:06:00,Đã trả,Mượn về nhà
EX3-0167,8,17,2026-09-23 10:01:00,Đang mượn,Mượn về nhà
EX3-0168,5,8,2026-09-15 14:00:00,Đã trả,Mượn về nhà
EX3-0169,4,21,2026-09-19 14:44:00,Đang mượn,Mượn về nhà
EX3-0170,5,14,2026-09-05 08:41:00,Đã trả,Mượn về nhà
EX3-0171,2,18,2026-09-24 14:50:00,Đã trả,Mượn về nhà
EX3-0172,26,14,2026-09-05 09:47:00,Đang mượn,Mượn về nhà
EX3-0173,32,4,2026-09-02 08:44:00,Đã trả,Mượn về nhà
EX3-0174,9,4,2026-09-06 09:56:00,Đang mượn,Mượn về nhà
EX3-0175,3,7,2026-09-15 14:59:00,Đang mượn,Mượn về nhà
EX3-0176,5,9,2026-09-07 10:50:00,Đang mượn,Mượn về nhà
EX3-0177,3,10,2026-09-27 12:21:00,Đã trả,Mượn về nhà
EX3-0178,16,21,2026-09-13 10:35:00,Đang mượn,Mượn về nhà
EX3-0179,38,7,2026-09-08 12:49:00,Đã trả,Mượn về nhà
EX3-0180,8,6,2026-09-14 12:15:00,Đang mượn,Mượn về nhà
EX3-0181,1,3,2026-09-14 08:29:00,Đã trả,Mượn về nhà
EX3-0182,6,21,2026-09-02 17:53:00,Đã trả,Mượn về nhà
EX3-0183,4,25,2026-09-22 15:13:00,Đã trả,Mượn về nhà
EX3-0184,9,14,2026-09-09 17:56:00,Đã trả,Mượn về nhà
EX3-0185,10,17,2026-09-19 11:54:00,Đã trả,Mượn về nhà
EX3-0186,1,16,2026-09-06 15:52:00,Đã trả,Mượn về nhà
EX3-0187,9,9,2026-09-21 14:14:00,Đã trả,Mượn về nhà
EX3-0188,3,12,2026-09-26 14:53:00,Đã trả,Mượn về nhà
EX3-0189,18,21,2026-09-08 14:07:00,Đang mượn,Mượn về nhà
EX3-0190,27,17,2026-09-03 17:26:00,Đang mượn,Mượn về nhà
EX3-0191,3,23,2026-09-11 16:57:00,Đã trả,Mượn về nhà
EX3-0192,9,9,2026-09-17 11:50:00,Đang mượn,Mượn về nhà
EX3-0193,33,15,2026-09-12 14:08:00,Đang mượn,Mượn về nhà
EX3-0194,29,4,2026-09-12 15:08:00,Đã trả,Mượn về nhà
EX3-0195,34,15,2026-09-13 09:27:00,Đang mượn,Mượn về nhà
EX3-0196,9,17,2026-09-21 13:53:00,Đang mượn,Mượn về nhà
EX3-0197,8,22,2026-09-15 17:03:00,Đang mượn,Mượn về nhà
EX3-0198,19,14,2026-09-05 10:06:00,Đã trả,Mượn về nhà
EX3-0199,38,6,2026-09-17 16:42:00,Đã trả,Mượn về nhà
EX3-0200,2,11,2026-09-03 16:58:00,Đã trả,Mượn về nhà
EX3-0201,6,9,2026-09-04 16:26:00,Đang mượn,Mượn về nhà
EX3-0202,12,1,2026-09-03 09:59:00,Đang mượn,Mượn về nhà
EX3-0203,49,3,2026-09-17 12:51:00,Đã trả,Mượn về nhà
EX3-0204,26,21,2026-09-27 17:41:00,Đang mượn,Mượn về nhà
EX3-0205,27,1,2026-09-11 16:55:00,Đang mượn,Mượn về nhà
EX3-0206,14,25,2026-09-13 17:36:00,Đã trả,Mượn về nhà
EX3-0207,7,18,2026-09-20 13:04:00,Đã trả,Mượn về nhà
EX3-0208,5,19,2026-09-09 13:05:00,Đang mượn,Mượn về nhà
EX3-0209,10,1,2026-09-14 12:41:00,Đã trả,Mượn về nhà
